Time,Operator,Technology,SS-RSRP,SS-RSRQ,IP Thrpt UL,Network Thrpt UL,Lat,Long,PCI,Speed o.g.
45:43.1,SGP-M1,5G-NR,-83.2,-11.5,29.817,29.732,1.304671,103.788791,458,42
45:44.0,SGP-M1,5G-NR,-83.3,-11.2,29.902,30.838,1.304671,103.788791,458,42
45:44.5,SGP-M1,5G-NR,-84.8,-11.3,29.874,30.926,1.304727,103.788863,458,40
45:45.0,SGP-M1,5G-NR,-83.9,-11,29.858,30.92,1.304754,103.788902,458,39
45:45.5,SGP-M1,5G-NR,-83.4,-11,29.867,30.262,1.304781,103.788942,458,38
45:46.0,SGP-M1,5G-NR,-82,-10.8,29.918,30.664,1.30481,103.788973,458,36
45:46.5,SGP-M1,5G-NR,-81.5,-10.8,30.079,31.328,1.304839,103.789005,458,35
45:47.0,SGP-M1,5G-NR,-77.8,-10.6,30.06,30.902,1.304872,103.789037,458,34
45:47.5,SGP-M1,5G-NR,-76.6,-10.6,29.839,31.222,1.304905,103.78907,458,34
45:48.0,SGP-M1,5G-NR,-81.6,-11.6,29.876,30.35,1.304965,103.789122,458,30
45:48.5,SGP-M1,5G-NR,-79.4,-11.4,29.901,30.204,1.304994,103.789155,458,30
45:49.0,SGP-M1,5G-NR,-79.3,-11.7,29.864,30.661,1.305023,103.789189,458,30
45:49.5,SGP-M1,5G-NR,-77,-11.9,29.86,31.059,1.305034,103.789238,458,30
45:50.0,SGP-M1,5G-NR,-76.7,-11.3,30.11,29.699,1.305044,103.789287,458,30
45:50.6,SGP-M1,5G-NR,-76.6,-10.8,7.159,5.007,1.305044,103.789287,458,30
45:51.1,SGP-M1,5G-NR,-78.9,-11.2,22.866,25.429,1.305082,103.789355,458,30
45:51.7,SGP-M1,5G-NR,-82.6,-11.9,29.857,29.858,1.305082,103.789355,458,30
45:52.2,SGP-M1,5G-NR,-82.1,-11.7,29.91,30.235,1.305121,103.78942,458,30
45:52.6,SGP-M1,5G-NR,-83.7,-12.4,29.922,30.308,1.305135,103.789455,458,29
45:53.2,SGP-M1,5G-NR,-83.4,-11.9,29.974,30.135,1.305148,103.789491,458,29
45:53.7,SGP-M1,5G-NR,-84.5,-13.1,29.72,29.703,1.305167,103.789522,458,28
45:54.2,SGP-M1,5G-NR,-84.7,-14,29.995,30.859,1.305186,103.789553,458,29
45:55.0,SGP-M1,5G-NR,-84.7,-12.8,29.926,30.125,1.305186,103.789553,458,29
45:55.5,SGP-M1,5G-NR,-83.1,-12.5,29.819,29.756,1.305227,103.789621,458,31
45:56.0,SGP-M1,5G-NR,-85,-12.9,29.985,29.413,1.30525,103.789653,458,31
45:56.5,SGP-M1,5G-NR,-86,-12.8,29.817,30.297,1.305272,103.789685,458,31
45:57.0,SGP-M1,5G-NR,-86.4,-14.2,29.904,30.198,1.305295,103.789718,458,32
45:57.5,SGP-M1,5G-NR,-87.5,-14.5,29.947,29.837,1.305317,103.789752,458,33
45:58.0,SGP-M1,5G-NR,-87.7,-14.9,29.759,29.866,1.305363,103.789816,458,34
45:58.5,SGP-M1,5G-NR,-87.3,-16.1,23.508,27.14,1.305391,103.789849,458,35
45:59.0,SGP-M1,5G-NR,-83.3,-13,27.296,20.566,1.305418,103.789883,232,36
45:59.5,SGP-M1,5G-NR,-82.4,-12.6,34.707,30.465,1.305449,103.789916,232,36
46:00.0,SGP-M1,5G-NR,-81.2,-12.2,34.071,37.247,1.30548,103.78995,232,37
46:00.6,SGP-M1,5G-NR,-74.7,-11.4,29.925,30.227,1.30548,103.78995,232,37
46:01.1,SGP-M1,5G-NR,-73.9,-11.6,7.004,4.503,1.305546,103.790019,232,39
46:01.6,SGP-M1,5G-NR,-71.2,-11.2,25.215,28.791,1.305581,103.790053,232,39
46:02.1,SGP-M1,5G-NR,-72.5,-11.1,29.797,29.81,1.305615,103.790087,232,40
46:02.6,SGP-M1,5G-NR,-79.4,-11.8,29.954,30.871,1.305654,103.790122,232,41
46:03.1,SGP-M1,5G-NR,-81,-12,29.756,30.528,1.305692,103.790157,232,42
46:03.8,SGP-M1,5G-NR,-81.9,-12.1,29.971,30.12,1.305692,103.790157,232,42
46:04.4,SGP-M1,5G-NR,-81.5,-12.2,29.89,30.422,1.305772,103.790225,232,42
46:04.8,SGP-M1,5G-NR,-80.2,-12,29.858,30.792,1.305813,103.790257,232,42
46:05.4,SGP-M1,5G-NR,-81.8,-12.1,29.94,30.084,1.305853,103.790289,232,42
46:05.9,SGP-M1,5G-NR,-80.6,-12.1,29.801,30.835,1.305895,103.79032,232,41
46:06.4,SGP-M1,5G-NR,-71.8,-10.8,29.919,29.882,1.305937,103.790351,232,41
46:07.0,SGP-M1,5G-NR,-67.8,-10.5,29.848,30.131,1.305937,103.790351,232,41
46:07.5,SGP-M1,5G-NR,-67.9,-10.5,29.93,31.047,1.30602,103.790411,232,40
46:08.0,SGP-M1,5G-NR,-73.7,-10.6,29.916,29.979,1.306062,103.790438,232,39
46:08.5,SGP-M1,5G-NR,-74,-10.9,29.833,30.335,1.306103,103.790466,232,39
46:09.0,SGP-M1,5G-NR,-69.5,-10.5,29.909,30.477,1.306146,103.790492,232,39
46:09.5,SGP-M1,5G-NR,-70.2,-10.4,29.895,30.545,1.306188,103.790519,232,39
46:10.0,SGP-M1,5G-NR,-72.2,-10.6,29.824,30.265,1.306272,103.790571,232,39
46:10.5,SGP-M1,5G-NR,-69.2,-10.4,29.833,30.165,1.306315,103.790595,232,38
46:11.0,SGP-M1,5G-NR,-72.6,-10.6,30.053,30.303,1.306357,103.790619,232,38
46:11.5,SGP-M1,5G-NR,-69.4,-10.4,4.55,30.42,1.306399,103.79064,232,37
46:12.0,SGP-M1,5G-NR,-66.1,-10.4,21.394,1.001,1.306441,103.790662,232,36
46:12.6,SGP-M1,5G-NR,-61.8,-10.3,29.864,30.925,1.306441,103.790662,232,36
46:13.1,SGP-M1,5G-NR,-68.5,-10.5,29.861,30.022,1.306523,103.790702,232,34
46:14.0,SGP-M1,5G-NR,-72.8,-10.5,29.809,30.053,1.306523,103.790702,232,34
46:14.5,SGP-M1,5G-NR,-69,-10.5,29.868,30.344,1.306599,103.790737,232,32
46:15.0,SGP-M1,5G-NR,-69.2,-10.5,29.921,30.418,1.306599,103.790737,232,32
46:15.5,SGP-M1,5G-NR,-69.2,-10.5,29.908,30.456,1.306699,103.79078,232,27
46:16.0,SGP-M1,5G-NR,-68.6,-10.4,29.847,31.276,1.306732,103.790794,232,27
46:16.6,SGP-M1,5G-NR,-74.7,-10.8,29.865,29.954,1.306732,103.790794,232,27
46:17.1,SGP-M1,5G-NR,-73.1,-11.3,30.012,30.06,1.306793,103.790818,232,26
46:17.5,SGP-M1,5G-NR,-75.6,-11.1,29.95,30.854,1.306818,103.790828,232,24
46:18.1,SGP-M1,5G-NR,-79.4,-11.2,29.754,30.395,1.306843,103.790839,232,23
46:18.7,SGP-M1,5G-NR,-80.6,-11.2,29.816,30.076,1.306843,103.790839,232,23
46:19.2,SGP-M1,5G-NR,-80.3,-11.3,29.914,30.157,1.306884,103.790854,232,19
46:20.0,SGP-M1,5G-NR,-79.5,-11.5,29.866,31.386,1.306884,103.790854,232,19
46:20.5,SGP-M1,5G-NR,-82,-11.7,29.889,30.581,1.306914,103.790861,232,14
46:21.0,SGP-M1,5G-NR,-81.9,-12.1,29.864,29.716,1.306939,103.790871,232,12
46:21.6,SGP-M1,5G-NR,-80.8,-11.4,29.895,30.223,1.306939,103.790871,232,12
46:22.1,SGP-M1,5G-NR,-82.4,-12.3,8.553,30.409,1.306955,103.790875,232,8
46:22.7,SGP-M1,5G-NR,-79.2,-11.1,23.801,30.339,1.306955,103.790875,232,8
46:23.2,SGP-M1,5G-NR,-85.2,-11.7,29.894,30.371,1.306959,103.790883,232,3
46:24.0,SGP-M1,5G-NR,-82.5,-11.2,29.812,29.937,1.306959,103.790883,232,3
46:24.5,SGP-M1,5G-NR,-80.8,-10.7,29.917,29.797,1.306962,103.790882,232,0
46:25.2,SGP-M1,5G-NR,-80.5,-10.6,29.917,30.429,1.306961,103.790881,232,0
46:25.7,SGP-M1,5G-NR,-80.3,-10.5,29.84,30.262,1.306961,103.790881,232,0
46:26.2,SGP-M1,5G-NR,-80.9,-10.7,29.885,31.056,1.306962,103.790878,232,0
46:27.0,SGP-M1,5G-NR,-80,-10.5,29.978,30.677,1.306962,103.790878,232,0
46:27.5,SGP-M1,5G-NR,-80.6,-10.8,29.865,29.879,1.306959,103.790879,232,0
46:28.0,SGP-M1,5G-NR,-78.5,-10.5,29.899,31.17,1.306963,103.790877,232,0
46:28.7,SGP-M1,5G-NR,-78.7,-10.5,29.868,30.253,1.306963,103.790877,232,0
46:29.2,SGP-M1,5G-NR,-79,-10.5,29.979,30.01,1.306965,103.790879,232,0
46:29.7,SGP-M1,5G-NR,-79.3,-10.4,29.868,29.905,1.306965,103.790879,232,0
46:30.2,SGP-M1,5G-NR,-79,-10.4,29.853,30.839,1.306966,103.790879,232,0
46:31.0,SGP-M1,5G-NR,-79.7,-10.5,29.785,30.4,1.306966,103.790879,232,0
46:31.5,SGP-M1,5G-NR,-80.1,-10.6,29.921,28.865,1.306968,103.79088,232,0
46:32.0,SGP-M1,5G-NR,-79.8,-10.6,29.829,31.575,1.306969,103.790879,232,0
46:32.7,SGP-M1,5G-NR,-79.5,-10.8,6.091,23.991,1.306969,103.790879,232,0
46:33.2,SGP-M1,5G-NR,-80.3,-11.1,22.008,5.278,1.306971,103.790879,232,0
46:33.7,SGP-M1,5G-NR,-80.2,-10.8,29.907,30.616,1.306971,103.790879,232,0
46:34.2,SGP-M1,5G-NR,-80.8,-10.8,29.824,30.122,1.306972,103.790879,232,0
46:35.0,SGP-M1,5G-NR,-79.7,-10.6,29.825,29.606,1.306972,103.790879,232,0
46:35.5,SGP-M1,5G-NR,-80.3,-10.6,29.965,29.214,1.306974,103.790878,232,0
46:36.0,SGP-M1,5G-NR,-81.4,-10.9,29.935,31.494,1.306978,103.790874,232,0
46:36.8,SGP-M1,5G-NR,-81.6,-10.8,29.917,30.221,1.306978,103.790874,232,0
46:37.3,SGP-M1,5G-NR,-82.7,-11.2,29.79,30.267,1.306981,103.790872,232,0
46:37.8,SGP-M1,5G-NR,-82.2,-10.7,29.726,29.844,1.306981,103.790872,232,0
46:38.3,SGP-M1,5G-NR,-81.4,-10.7,30.038,29.882,1.306983,103.790871,232,0
46:39.0,SGP-M1,5G-NR,-80.8,-10.6,29.915,30.635,1.306983,103.790871,232,0
46:39.5,SGP-M1,5G-NR,-80,-10.6,29.89,30.443,1.306985,103.790871,232,0
46:40.0,SGP-M1,5G-NR,-80.3,-10.7,29.827,30.009,1.306985,103.790872,232,0
46:40.8,SGP-M1,5G-NR,-81.3,-10.9,29.916,30.389,1.306985,103.790872,232,0
46:41.3,SGP-M1,5G-NR,-81,-10.6,29.877,30.013,1.306987,103.790874,232,0
46:41.9,SGP-M1,5G-NR,-84.8,-11.7,29.946,30.693,1.306987,103.790874,232,0
46:42.4,SGP-M1,5G-NR,-81.8,-11.3,29.858,29.83,1.30699,103.790878,232,1
46:43.0,SGP-M1,5G-NR,-81.1,-10.8,7.929,22.162,1.30699,103.790878,232,1
46:43.5,SGP-M1,5G-NR,-83.3,-11,24.345,11.692,1.306995,103.790881,232,1
46:44.0,SGP-M1,5G-NR,-82.8,-11.7,29.937,30.472,1.306998,103.790883,232,0
46:44.8,SGP-M1,5G-NR,-88.2,-13.5,29.867,30.567,1.306998,103.790883,232,0
46:45.3,SGP-M1,5G-NR,-83.7,-11.6,29.863,30.68,1.306999,103.790884,232,0
46:46.0,SGP-M1,5G-NR,-80.9,-10.9,29.824,30.223,1.306999,103.790884,232,0
46:46.5,SGP-M1,5G-NR,-84.2,-12.4,29.905,30.772,1.307005,103.790888,232,2
46:47.0,SGP-M1,5G-NR,-87.1,-13.2,29.903,30.265,1.307017,103.790892,232,5
46:47.6,SGP-M1,5G-NR,-84.9,-12.6,29.935,29.965,1.307017,103.790892,232,5
46:48.0,SGP-M1,5G-NR,-85.4,-12.3,29.823,29.999,1.307034,103.790899,232,7
46:48.8,SGP-M1,5G-NR,-84.4,-12.6,29.879,30.127,1.307034,103.790899,232,7
46:49.3,SGP-M1,5G-NR,-85.7,-12.8,29.877,30.752,1.307059,103.790906,232,10
46:49.9,SGP-M1,5G-NR,-85.7,-13.4,29.884,29.645,1.307074,103.790909,232,10
46:50.4,SGP-M1,5G-NR,-86.7,-13.2,30.201,30.108,1.307089,103.790912,232,11
46:50.9,SGP-M1,5G-NR,-73.8,-10.5,29.572,18.405,1.307089,103.790912,549,11
46:51.4,SGP-M1,5G-NR,-81.3,-12.3,23.428,20.605,1.307114,103.790919,549,10
46:52.0,SGP-M1,5G-NR,-89,-15.3,31.164,27.986,1.307114,103.790919,549,10
46:52.5,SGP-M1,5G-NR,-84.3,-13.9,34.452,33.458,1.307139,103.790925,549,10
46:53.0,SGP-M1,5G-NR,-81.5,-12.5,21.041,23.973,1.307157,103.790928,549,12
46:53.5,SGP-M1,5G-NR,-81.6,-13.5,6.685,20.961,1.307175,103.790932,549,14
46:54.0,SGP-M1,5G-NR,-81.8,-15.9,14.905,5.709,1.307216,103.790942,549,15
46:54.5,SGP-M1,5G-NR,-80.4,-12.6,29.965,30.029,1.307253,103.790956,549,18
46:55.0,SGP-M1,5G-NR,-86.6,-15,29.83,30.108,1.30729,103.790971,549,21
46:55.5,SGP-M1,5G-NR,-86.7,-16,29.876,28.299,1.307322,103.790981,549,22
46:56.0,SGP-M1,5G-NR,-88.4,-15.4,11.659,13.841,1.307354,103.790991,549,24
46:56.7,SGP-M1,5G-NR,-87.6,-13.6,1.36,1.209,1.307354,103.790991,549,24
46:57.2,SGP-M1,5G-NR,-87.2,-14,0.357,0.585,1.307425,103.791014,549,27
46:57.5,SGP-M1,5G-NR,-84.1,-12.5,1.406,1.976,1.30746,103.791027,549,27
46:58.1,SGP-M1,5G-NR,-77.5,-11.2,51.518,45.866,1.307495,103.791041,232,29
46:58.9,SGP-M1,5G-NR,-82.7,-13.4,53.426,57.208,1.307495,103.791041,232,29
46:59.4,SGP-M1,5G-NR,-85.8,-13.5,55.511,56.168,1.307566,103.791057,232,28
46:59.9,SGP-M1,5G-NR,-82.5,-12.1,55.268,49.054,1.307603,103.791067,232,28
47:00.4,SGP-M1,5G-NR,-83.2,-12.3,38.476,29.152,1.307639,103.791078,232,29
47:01.0,SGP-M1,5G-NR,-84.9,-13.4,29.79,14.146,1.307639,103.791078,232,29
47:01.4,SGP-M1,5G-NR,-80,-10.9,17.499,16.43,1.307705,103.791103,549,27
47:02.0,SGP-M1,5G-NR,-78.9,-10.8,26.043,26.819,1.307705,103.791103,549,27
47:02.5,SGP-M1,5G-NR,-76.8,-10.8,14.832,17.129,1.307765,103.791129,549,26
47:03.0,SGP-M1,5G-NR,-78.8,-11.4,0.736,0.796,1.307791,103.791145,549,24
47:03.5,SGP-M1,5G-NR,-84.9,-17.2,0.357,0.381,1.307817,103.791162,549,23
47:04.0,SGP-M1,5G-NR,-83.1,-17.1,5.209,15.034,1.307817,103.791162,549,23
47:04.5,SGP-M1,5G-NR,-78.8,-12.4,13.081,7.585,1.307849,103.791211,232,22
47:05.0,SGP-M1,5G-NR,-77.1,-11,29.828,30.706,1.30786,103.791237,232,22
47:05.5,SGP-M1,5G-NR,-76.7,-11.1,30.292,31.135,1.307871,103.791264,232,22
47:06.0,SGP-M1,5G-NR,-76,-11,29.502,29.856,1.307879,103.791322,232,22
47:06.5,SGP-M1,5G-NR,-78.8,-11.1,29.937,30.07,1.307872,103.791354,232,23
47:07.0,SGP-M1,5G-NR,-77.9,-11.6,29.825,30.944,1.307865,103.791385,232,25
47:07.5,SGP-M1,5G-NR,-82,-12.8,29.905,30.73,1.307856,103.791419,232,26
47:08.0,SGP-M1,5G-NR,-73.9,-10.9,29.802,30.203,1.307846,103.791453,232,28
47:08.5,SGP-M1,5G-NR,-77,-11.6,29.96,30.831,1.307833,103.791485,232,28
47:09.0,SGP-M1,5G-NR,-75,-11.1,29.933,30.884,1.307819,103.791516,232,29
47:09.5,SGP-M1,5G-NR,-76.8,-11.9,29.861,30.652,1.307805,103.791552,232,30
47:10.0,SGP-M1,5G-NR,-76.8,-11.7,29.83,31.2,1.307791,103.791588,232,31
47:10.8,SGP-M1,5G-NR,-69.7,-11,29.895,30.198,1.307791,103.791588,232,31
47:11.3,SGP-M1,5G-NR,-69.2,-10.8,29.855,30.576,1.307761,103.791664,232,34
47:11.8,SGP-M1,5G-NR,-67.3,-10.6,29.902,30.071,1.307748,103.791706,232,34
47:12.4,SGP-M1,5G-NR,-68.5,-11,29.871,30.624,1.307735,103.791747,232,35
47:12.9,SGP-M1,5G-NR,-69.2,-10.8,30.051,29.975,1.307718,103.791788,232,35
47:13.4,SGP-M1,5G-NR,-71.4,-11.3,29.762,30.821,1.3077,103.791829,232,36
47:14.0,SGP-M1,5G-NR,-71.3,-15.2,29.817,25.466,1.3077,103.791829,232,36
47:14.5,SGP-M1,5G-NR,-72.5,-12.8,28.575,13.961,1.307666,103.791916,232,37
47:15.0,SGP-M1,5G-NR,-73.4,-13,0.002,2.398,1.307666,103.791916,232,37
47:15.5,SGP-M1,5G-NR,-74,-13.1,0.012,3.222,1.307623,103.792004,232,37
47:16.0,SGP-M1,5G-NR,-78.2,-13.6,10.285,1.757,1.307603,103.792046,232,37
47:16.5,SGP-M1,5G-NR,-94.5,-22,25.987,26.201,1.307583,103.792088,232,37
47:17.0,SGP-M1,5G-NR,-73.7,-11,38.473,46.889,1.307559,103.792125,549,36
47:17.5,SGP-M1,5G-NR,-73.8,-11.5,29.795,29.647,1.307535,103.792162,549,35
47:18.0,SGP-M1,5G-NR,-71,-11.3,29.94,30.547,1.307485,103.792247,549,37
47:18.6,SGP-M1,5G-NR,-74.1,-11.9,29.831,30.673,1.307464,103.792286,549,36
47:19.1,SGP-M1,5G-NR,-65.2,-10.6,29.86,30.504,1.307442,103.792324,549,36
47:19.7,SGP-M1,5G-NR,-72.5,-11.2,29.898,30.933,1.307442,103.792324,549,36
47:20.2,SGP-M1,5G-NR,-75.8,-12.1,29.901,31.534,1.30739,103.792407,549,38
47:20.7,SGP-M1,5G-NR,-74.9,-12.2,29.855,29.959,1.307366,103.792446,549,37
47:21.3,SGP-M1,5G-NR,-78.7,-14.2,29.882,30.273,1.307341,103.792484,549,37
47:21.8,SGP-M1,5G-NR,-79.2,-15.4,29.982,29.256,1.307316,103.792524,549,37
47:22.2,SGP-M1,5G-NR,-75,-12.1,29.879,31.833,1.30729,103.792563,549,37
47:23.0,SGP-M1,5G-NR,-72.6,-10.8,29.89,30.094,1.30729,103.792563,549,37
47:23.5,SGP-M1,5G-NR,-80.1,-11.9,29.836,30.761,1.30724,103.792643,549,37
47:24.0,SGP-M1,5G-NR,-81.9,-12,29.935,29.499,1.307188,103.792726,549,38
47:24.5,SGP-M1,5G-NR,-76.6,-10.9,29.909,31.428,1.30716,103.792768,549,39
47:25.0,SGP-M1,5G-NR,-80.6,-11.5,29.86,30.054,1.307132,103.792809,549,40
47:25.6,SGP-M1,5G-NR,-83.1,-13.1,29.919,30.434,1.307132,103.792809,549,40
47:26.1,SGP-M1,5G-NR,-83.8,-12.9,14.869,12.346,1.307077,103.792892,549,40
47:26.6,SGP-M1,5G-NR,-86.4,-13.1,18.326,18.286,1.30705,103.792936,549,40
47:27.1,SGP-M1,5G-NR,-89.8,-14.6,29.066,24.665,1.307022,103.792979,549,41
47:27.6,SGP-M1,5G-NR,-92.1,-17,15.188,15.114,1.307022,103.792979,549,41
47:28.1,SGP-M1,5G-NR,-87.9,-12.3,23.606,25.517,1.306961,103.793066,232,40
47:29.0,SGP-M1,5G-NR,-87.1,-12.4,36.782,32.279,1.306961,103.793066,232,40
47:29.5,SGP-M1,5G-NR,-88.3,-12.6,32.855,35.552,1.306907,103.793149,232,39
47:30.0,SGP-M1,5G-NR,-87.6,-12.4,43.117,36.158,1.306882,103.793194,232,39
47:30.5,SGP-M1,5G-NR,-88.5,-13,29.885,45.808,1.306856,103.793238,232,39
47:31.0,SGP-M1,5G-NR,-92.1,-14.6,29.885,30.49,1.306805,103.793317,232,38
47:31.6,SGP-M1,5G-NR,-90,-14,29.942,30.645,1.306805,103.793317,232,38
47:32.1,SGP-M1,5G-NR,-93,-14.9,29.839,29.244,1.306755,103.793396,232,37
47:32.6,SGP-M1,5G-NR,-91,-13.8,29.858,32.118,1.306726,103.793446,232,38
47:33.1,SGP-M1,5G-NR,-91,-13.6,29.886,30.113,1.306696,103.793495,232,40
47:33.6,SGP-M1,5G-NR,-88.6,-12.1,29.942,31.125,1.306669,103.793534,232,39
47:34.0,SGP-M1,5G-NR,-82.6,-12.4,27.424,31.125,1.306642,103.793573,549,39
47:34.5,SGP-M1,5G-NR,-88.8,-14.2,8.765,17.302,1.306615,103.793618,549,40
47:35.0,SGP-M1,5G-NR,-87.9,-14.6,10.852,9.906,1.306587,103.793663,549,41
47:35.6,SGP-M1,5G-NR,-96,-17.6,1.362,0.467,1.306587,103.793663,549,41
47:36.1,SGP-M1,5G-NR,-98.2,-17.6,0,0.08,1.306528,103.793758,549,43
47:36.7,SGP-M1,5G-NR,-95.5,-16.1,0.001,2.012,1.306528,103.793758,233,43
47:37.5,SGP-M1,5G-NR,-96.3,-15.4,0.015,6.663,1.306469,103.793846,233,43
47:38.0,SGP-M1,5G-NR,-97.4,-16.5,10.486,1.064,1.306449,103.793897,233,43
47:38.5,SGP-M1,5G-NR,-97.7,-16.1,2.57,2.351,1.306429,103.793947,233,43
47:39.0,SGP-M1,5G-NR,-98.4,-16.5,3.881,2.684,1.306354,103.794032,233,43
47:39.5,SGP-M1,5G-NR,-98.8,-16.1,3.386,4.174,1.306322,103.794079,233,43
47:40.0,SGP-M1,5G-NR,-100.1,-18.5,2.281,3.24,1.30629,103.794125,233,44
47:40.6,SGP-M1,5G-NR,-98.5,-16,1.36,1.069,1.30629,103.794125,233,44
47:41.1,SGP-M1,5G-NR,-100.4,-17.1,2.229,3.319,1.306211,103.794201,233,44
