Time,Operator,Technology,SS-RSRP,SS-RSRQ,IP Thrpt UL,Network Thrpt UL,Lat,Long,PCI,Speed o.g.
47:41.8,SGP-M1,5G-NR,-100.7,-18.2,4.404,4.733,1.306211,103.794201,233,44
47:42.4,SGP-M1,5G-NR,-101.1,-18.8,4.146,4.021,1.306136,103.794285,233,43
47:42.9,SGP-M1,5G-NR,-98.3,-16.3,5.017,5.58,1.306102,103.794326,233,42
47:43.4,SGP-M1,5G-NR,-96.8,-16.7,5.476,4.871,1.306067,103.794366,233,42
47:43.6,SGP-M1,5G-NR,-102.1,-20.3,1.917,1.324,1.306033,103.794405,233,41
47:44.1,SGP-M1,5G-NR,-96.9,-16.2,4.327,5.746,1.305999,103.794444,207,41
47:45.0,SGP-M1,5G-NR,-104,-20,8.003,7.426,1.305999,103.794444,207,41
47:45.5,SGP-M1,5G-NR,-99.3,-17.3,7.312,8.347,1.305932,103.794516,207,39
47:46.0,SGP-M1,5G-NR,-101,-18.5,6.148,7.541,1.30586,103.794589,207,40
47:46.5,SGP-M1,5G-NR,-113.4,-25.2,4.158,6.152,1.30586,103.794589,207,40
47:47.0,SGP-M1,5G-NR,-93.8,-14.4,6.815,3.601,1.305828,103.794628,209,39
47:47.5,SGP-M1,5G-NR,-99.8,-19.4,10.735,8.552,1.305796,103.794667,209,39
47:48.0,SGP-M1,5G-NR,-104,-21,3.488,11.675,1.305729,103.794736,209,38
47:48.6,SGP-M1,5G-NR,-106.5,-22.7,0.001,5.562,1.305729,103.794736,209,38
47:49.1,SGP-M1,5G-NR,-91.2,-14.9,2.369,4.889,1.305653,103.7948,453,38
47:49.6,SGP-M1,5G-NR,-93.7,-15.6,29.938,30.482,1.305627,103.794841,453,38
47:50.1,SGP-M1,5G-NR,-90.6,-14,29.878,31.456,1.305601,103.794881,453,39
47:50.5,SGP-M1,5G-NR,-80,-11.5,28.783,31.456,1.305567,103.794918,551,39
47:51.0,SGP-M1,5G-NR,-80.8,-11.2,29.706,22.692,1.305533,103.794954,551,39
47:51.5,SGP-M1,5G-NR,-82.3,-14,20.122,31.042,1.305503,103.79499,551,38
47:52.0,SGP-M1,5G-NR,-85.7,-16.4,14.01,22.581,1.305472,103.795026,551,38
47:52.5,SGP-M1,5G-NR,-86.6,-18.4,35.49,38.625,1.305472,103.795026,551,38
47:53.0,SGP-M1,5G-NR,-76.2,-10.7,51.244,57.522,1.305409,103.795092,453,37
47:53.5,SGP-M1,5G-NR,-76.8,-11.1,29.92,30.442,1.305378,103.795128,453,37
47:54.0,SGP-M1,5G-NR,-83.1,-12.7,29.776,30.137,1.305346,103.795163,453,38
47:54.7,SGP-M1,5G-NR,-87.1,-16,29.916,30.516,1.305346,103.795163,453,38
47:55.2,SGP-M1,5G-NR,-88,-14.3,29.843,29.716,1.305279,103.79524,453,38
47:55.7,SGP-M1,5G-NR,-86.9,-13.1,29.972,30.009,1.305248,103.795282,453,38
47:56.2,SGP-M1,5G-NR,-87,-14.9,29.861,30.499,1.305217,103.795323,453,38
47:57.0,SGP-M1,5G-NR,-86.2,-14.2,30.047,30.129,1.305217,103.795323,453,38
47:57.5,SGP-M1,5G-NR,-84.3,-14.2,29.797,29.835,1.305148,103.79539,453,37
47:58.0,SGP-M1,5G-NR,-82.2,-13.2,29.843,30.802,1.30509,103.795469,453,38
47:58.6,SGP-M1,5G-NR,-77.6,-11.3,29.856,30.386,1.30509,103.795469,453,38
47:59.1,SGP-M1,5G-NR,-75.8,-10.6,27.476,25.518,1.305016,103.79553,453,37
47:59.6,SGP-M1,5G-NR,-75.6,-10.6,4.065,6.922,1.304982,103.795563,453,37
48:00.1,SGP-M1,5G-NR,-74.7,-10.5,29.866,30.351,1.304947,103.795596,453,38
48:00.8,SGP-M1,5G-NR,-77.6,-10.9,29.83,30.449,1.304947,103.795596,453,38
48:01.3,SGP-M1,5G-NR,-79,-11.4,29.955,30.256,1.304882,103.795677,453,41
48:02.0,SGP-M1,5G-NR,-79.6,-11.3,29.953,30.63,1.304882,103.795677,453,41
48:02.5,SGP-M1,5G-NR,-74,-10.7,29.847,30.41,1.304818,103.795759,453,41
48:03.0,SGP-M1,5G-NR,-83.7,-12.7,29.841,28.399,1.30478,103.795802,453,42
48:03.5,SGP-M1,5G-NR,-89.6,-14.2,29.919,31.648,1.304742,103.795844,453,43
48:04.0,SGP-M1,5G-NR,-89.2,-15.9,29.939,30.61,1.304705,103.795876,453,42
48:04.5,SGP-M1,5G-NR,-90.4,-16.4,24.162,26.669,1.304667,103.795908,453,42
48:05.0,SGP-M1,5G-NR,-92.9,-16.4,14.509,19.195,1.304631,103.795951,453,42
48:05.5,SGP-M1,5G-NR,-95.3,-19.6,11.489,14.412,1.304595,103.795994,453,43
48:06.0,SGP-M1,5G-NR,-86.2,-11.4,49.267,16.858,1.304559,103.796037,551,44
48:06.5,SGP-M1,5G-NR,-83.6,-10.9,49.401,52.316,1.304522,103.79608,551,45
48:07.0,SGP-M1,5G-NR,-85.3,-11.1,30.455,46.782,1.304445,103.796171,551,45
48:07.5,SGP-M1,5G-NR,-85.1,-11.1,29.821,35.977,1.304408,103.796219,551,45
48:08.0,SGP-M1,5G-NR,-86.4,-11.6,29.936,29.811,1.30437,103.796266,551,46
48:08.5,SGP-M1,5G-NR,-79.8,-10.6,29.774,30.145,1.30433,103.796313,551,46
48:09.0,SGP-M1,5G-NR,-81.1,-10.7,29.925,29.935,1.30429,103.79636,551,47
48:09.5,SGP-M1,5G-NR,-84,-11.8,25.738,30.984,1.30425,103.796405,551,47
48:10.0,SGP-M1,5G-NR,-89.7,-15.1,6.885,22.788,1.30421,103.79645,551,48
48:10.5,SGP-M1,5G-NR,-90.4,-17,29.919,10.476,1.30417,103.796497,551,48
48:11.0,SGP-M1,5G-NR,-87.6,-12.5,29.84,29.875,1.30413,103.796543,209,48
48:11.6,SGP-M1,5G-NR,-86.5,-11.6,29.879,30.006,1.30413,103.796543,209,48
48:12.1,SGP-M1,5G-NR,-87,-12.1,29.838,30.386,1.304063,103.796646,209,47
48:12.7,SGP-M1,5G-NR,-87.5,-11.6,30.304,30.254,1.304063,103.796646,209,47
48:13.2,SGP-M1,5G-NR,-84.3,-10.8,29.494,29.91,1.303987,103.796746,209,48
48:14.0,SGP-M1,5G-NR,-82.8,-10.7,29.899,31.101,1.303987,103.796746,209,48
48:14.5,SGP-M1,5G-NR,-83.6,-10.8,29.831,30.058,1.303911,103.796846,209,49
48:15.0,SGP-M1,5G-NR,-81.9,-10.7,29.971,29.537,1.303834,103.796944,209,49
48:15.5,SGP-M1,5G-NR,-82,-10.6,29.934,30.63,1.303793,103.796992,209,49
48:16.0,SGP-M1,5G-NR,-81.9,-10.6,29.919,30.338,1.303752,103.79704,209,50
48:16.6,SGP-M1,5G-NR,-82.9,-10.8,29.941,30.252,1.303752,103.79704,209,50
48:17.1,SGP-M1,5G-NR,-83.1,-10.5,29.806,30.198,1.30367,103.797137,209,49
48:17.6,SGP-M1,5G-NR,-83.9,-10.6,29.915,30.274,1.30363,103.797183,209,48
48:18.1,SGP-M1,5G-NR,-81.1,-10.5,29.911,30.293,1.303589,103.797228,209,48
48:18.8,SGP-M1,5G-NR,-85.4,-10.7,29.882,30.109,1.303589,103.797228,209,48
48:19.3,SGP-M1,5G-NR,-85.4,-10.9,29.857,29.441,1.303512,103.797324,209,48
48:19.8,SGP-M1,5G-NR,-85.6,-11,29.864,30.124,1.303479,103.797365,209,45
48:20.4,SGP-M1,5G-NR,-87.4,-11.7,23.052,20.573,1.303445,103.797405,209,43
48:21.0,SGP-M1,5G-NR,-86.9,-12.1,29.858,12.455,1.303445,103.797405,209,43
48:21.5,SGP-M1,5G-NR,-88.7,-12.8,29.817,29.959,1.303385,103.797478,209,37
48:22.0,SGP-M1,5G-NR,-88,-13.4,30.001,30.15,1.30333,103.797551,209,36
48:22.6,SGP-M1,5G-NR,-88.3,-12.3,29.818,30.149,1.30333,103.797551,209,36
48:23.1,SGP-M1,5G-NR,-89.9,-12.3,29.816,29.867,1.303267,103.797613,209,37
48:23.6,SGP-M1,5G-NR,-89.7,-11.6,29.966,30.93,1.303234,103.797649,209,37
48:24.1,SGP-M1,5G-NR,-89.3,-11.4,29.955,29.98,1.3032,103.797684,209,38
48:24.6,SGP-M1,5G-NR,-91.2,-11.4,29.805,30.156,1.303166,103.797723,209,38
48:25.1,SGP-M1,5G-NR,-91.4,-11.3,29.934,30.452,1.303132,103.797761,209,39
48:26.0,SGP-M1,5G-NR,-92.9,-11.6,29.876,30.126,1.303132,103.797761,209,39
48:26.5,SGP-M1,5G-NR,-92,-11.6,29.792,27.258,1.303056,103.797833,209,42
48:27.0,SGP-M1,5G-NR,-92.8,-11.9,29.899,28.741,1.303022,103.797872,209,42
48:27.5,SGP-M1,5G-NR,-93.4,-11.6,26.647,26.893,1.302987,103.797911,209,42
48:28.0,SGP-M1,5G-NR,-94.8,-12,12.641,19.516,1.302987,103.797911,209,42
48:28.5,SGP-M1,5G-NR,-96.3,-13.3,13.816,12.092,1.302913,103.797999,209,45
48:29.0,SGP-M1,5G-NR,-97.7,-13,15.103,14.573,1.302874,103.798044,209,45
48:29.5,SGP-M1,5G-NR,-97.2,-12.2,12.068,15.582,1.302834,103.798088,209,45
48:30.0,SGP-M1,5G-NR,-97.8,-11.9,7.149,10.329,1.302793,103.798129,209,45
48:30.5,SGP-M1,5G-NR,-98.2,-12.3,5.365,7.92,1.302751,103.798169,209,46
48:31.0,SGP-M1,5G-NR,-97.8,-12.5,0.012,8.324,1.302712,103.798216,209,46
48:31.5,SGP-M1,5G-NR,-95.8,-12.5,12.201,4.71,1.302673,103.798263,209,47
48:32.0,SGP-M1,5G-NR,-97.1,-13.7,9.795,5.099,1.30259,103.798355,209,48
48:32.5,SGP-M1,5G-NR,-95.3,-13.3,1.005,8.771,1.302549,103.798398,209,47
48:33.0,SGP-M1,5G-NR,-96.9,-14.7,0,0.426,1.302508,103.79844,209,47
48:33.6,SGP-M1,5G-NR,-95.4,-14,0,0.104,1.302466,103.798487,209,48
48:34.5,SGP-M1,5G-NR,-95.7,-14.3,0.401,0.128,1.302423,103.798534,209,49
48:35.0,SGP-M1,5G-NR,-96.9,-15.9,0,0.107,1.302381,103.798578,209,48
48:35.5,SGP-M1,5G-NR,-96.8,-15.1,1.496,0.322,1.302338,103.798622,209,48
48:36.0,SGP-M1,5G-NR,-100.6,-18.2,1.026,1.968,1.302296,103.798667,209,48
48:36.5,SGP-M1,5G-NR,-100.3,-16.7,0,0.343,1.302253,103.798711,209,48
48:37.0,SGP-M1,5G-NR,-100.4,-17.6,0,0.105,1.302173,103.798799,209,47
48:38.0,SGP-M1,5G-NR,-99.4,-15.6,0,0.119,1.302089,103.7989,209,49
48:38.6,SGP-M1,5G-NR,-97.6,-15,0,0.111,1.302051,103.79895,209,49
48:39.1,SGP-M1,5G-NR,-97,-15,0.067,0.109,1.302012,103.798999,209,49
48:39.6,SGP-M1,5G-NR,-97.5,-15.7,0.714,0.977,1.302012,103.798999,209,49
48:40.1,SGP-M1,5G-NR,-106.9,-19.3,1.716,1.937,1.301921,103.799088,209,50
48:40.6,SGP-M1,5G-NR,-98.4,-12.1,2.188,2.76,1.301879,103.799133,453,49
48:41.1,SGP-M1,5G-NR,-98.8,-14.2,5.811,6.042,1.301836,103.799177,453,49
48:42.0,SGP-M1,5G-NR,-101.3,-15.8,0.012,6.173,1.301836,103.799177,453,49
48:42.5,SGP-M1,5G-NR,-103.6,-17.8,11.173,3.663,1.301751,103.799261,453,48
48:43.0,SGP-M1,5G-NR,-102.3,-17.2,7.667,3.676,1.301707,103.799305,453,48
48:43.5,SGP-M1,5G-NR,-99.5,-16.4,9.161,7.627,1.301663,103.799348,453,49
48:44.0,SGP-M1,5G-NR,-98.9,-18.2,7.665,10.034,1.30162,103.799391,453,48
48:44.5,SGP-M1,5G-NR,-94.7,-16.9,6.843,7.935,1.301577,103.799433,453,47
48:45.0,SGP-M1,5G-NR,-99.9,-17,7.232,6.689,1.301498,103.799527,453,48
48:45.5,SGP-M1,5G-NR,-101,-17.2,9.396,7.556,1.301459,103.79957,453,46
48:46.0,SGP-M1,5G-NR,-102.2,-16.8,10.549,10.626,1.301419,103.799612,453,46
48:46.5,SGP-M1,5G-NR,-94.8,-16,6.901,9.703,1.301381,103.799657,453,45
48:47.0,SGP-M1,5G-NR,-100.7,-19.6,12.892,7.064,1.301381,103.799657,453,45
48:47.5,SGP-M1,5G-NR,-94.1,-14.6,20.228,17.3,1.301343,103.799702,207,45
48:48.0,SGP-M1,5G-NR,-94.5,-14.6,24.659,20.959,1.301305,103.799746,207,45
48:48.5,SGP-M1,5G-NR,-94.2,-14.8,26.538,23.713,1.301267,103.799789,207,45
48:49.0,SGP-M1,5G-NR,-92.5,-15,12.487,26.548,1.301192,103.799871,207,44
48:49.5,SGP-M1,5G-NR,-95.3,-14.6,21.116,13.406,1.301152,103.799912,207,44
48:50.0,SGP-M1,5G-NR,-98.5,-16.6,24.972,22.954,1.301112,103.799953,207,45
48:50.6,SGP-M1,5G-NR,-98,-16.7,21.802,22.99,1.301112,103.799953,207,45
48:51.1,SGP-M1,5G-NR,-94.4,-14.7,22.579,23.727,1.301066,103.80003,207,39
48:51.8,SGP-M1,5G-NR,-97.9,-16.2,19.958,20.047,1.301066,103.80003,207,39
48:52.3,SGP-M1,5G-NR,-97.6,-15.7,20.14,23.349,1.301021,103.800102,207,36
48:52.8,SGP-M1,5G-NR,-95.1,-15.5,20.283,22.642,1.300998,103.800134,207,34
48:53.4,SGP-M1,5G-NR,-95.7,-16.2,9.716,9.925,1.300975,103.800165,207,33
48:53.9,SGP-M1,5G-NR,-91.2,-13.3,30.031,33.536,1.300953,103.800197,207,30
48:54.4,SGP-M1,5G-NR,-95.4,-14.8,30.059,30.633,1.30093,103.800229,207,29
48:54.9,SGP-M1,5G-NR,-94.9,-16,29.833,21.296,1.300912,103.800255,207,27
48:55.4,SGP-M1,5G-NR,-97.3,-16.9,18.119,18.217,1.300894,103.800281,207,26
48:56.0,SGP-M1,5G-NR,-99.2,-17.4,16.628,18.061,1.300894,103.800281,207,26
48:56.5,SGP-M1,5G-NR,-100.8,-18.2,12.317,13.906,1.300862,103.800315,207,21
48:57.0,SGP-M1,5G-NR,-98.4,-17.3,6.042,11.834,1.300835,103.800346,207,18
48:57.6,SGP-M1,5G-NR,-99,-17.3,5.858,6.505,1.300835,103.800346,207,18
48:58.1,SGP-M1,5G-NR,-100.6,-18.4,11.553,11.864,1.300814,103.800366,207,12
48:58.9,SGP-M1,5G-NR,-101.6,-18.5,9.717,9.981,1.300814,103.800366,207,12
48:59.1,SGP-M1,5G-NR,-97.9,-16.8,9.701,8.276,1.300806,103.800377,137,7
48:59.9,SGP-M1,5G-NR,-100.3,-16.7,18.2,22.092,1.300806,103.800377,137,7
49:00.5,SGP-M1,5G-NR,-93.2,-13.3,25.201,21.891,1.300801,103.800383,237,3
49:01.0,SGP-M1,5G-NR,-98.5,-16.1,14.986,12.044,1.300801,103.800383,237,3
49:01.5,SGP-M1,5G-NR,-98.2,-15.1,15.44,14.851,1.300797,103.800382,237,0
49:02.0,SGP-M1,5G-NR,-100.9,-16.6,14.627,16.265,1.3008,103.800382,237,0
49:02.6,SGP-M1,5G-NR,-100.1,-16,13.868,15.183,1.3008,103.800382,237,0
49:03.1,SGP-M1,5G-NR,-99.4,-15.8,12.253,16.444,1.300801,103.800382,237,0
49:04.0,SGP-M1,5G-NR,-97.6,-14.4,16.35,1.323,1.300801,103.800382,237,0
49:04.5,SGP-M1,5G-NR,-97.1,-14.1,15.966,11.336,1.300802,103.80038,237,0
49:05.0,SGP-M1,5G-NR,-99,-15.8,15.636,15.405,1.300802,103.800379,237,0
49:05.5,SGP-M1,5G-NR,-96.7,-14.3,18.153,16.531,1.300802,103.800379,237,0
49:06.1,SGP-M1,5G-NR,-96,-14.2,15.567,17.18,1.300803,103.800378,237,0
49:06.6,SGP-M1,5G-NR,-96.7,-14.4,17.259,17.19,1.300803,103.800378,237,0
49:07.5,SGP-M1,5G-NR,-97.7,-14.7,20.09,17.759,1.300803,103.800378,237,0
49:08.0,SGP-M1,5G-NR,-99.3,-15.9,14.145,18.841,1.300802,103.800378,237,0
49:08.6,SGP-M1,5G-NR,-97.9,-15.2,18.795,15.79,1.300802,103.800378,237,0
49:09.1,SGP-M1,5G-NR,-98.5,-15.2,16.569,16.947,1.300801,103.800378,237,0
49:09.6,SGP-M1,5G-NR,-96.8,-13.8,18.305,18.166,1.300801,103.800378,237,0
49:10.1,SGP-M1,5G-NR,-96.4,-13,16.715,16.708,1.3008,103.800379,237,0
49:11.0,SGP-M1,5G-NR,-99.5,-16.1,16.193,17.346,1.3008,103.800379,237,0
49:11.6,SGP-M1,5G-NR,-98.2,-15.5,16.575,16.031,1.3008,103.800379,237,0
49:12.1,SGP-M1,5G-NR,-98.8,-16,16.864,16.768,1.3008,103.800379,237,0
49:13.0,SGP-M1,5G-NR,-99,-16.3,17.122,17.594,1.3008,103.800379,237,0
49:13.5,SGP-M1,5G-NR,-100.8,-17.4,14.992,16.996,1.3008,103.800379,237,0
49:14.1,SGP-M1,5G-NR,-100.8,-17.9,8.348,13.304,1.3008,103.800379,237,0
49:15.0,SGP-M1,5G-NR,-97.6,-15.8,18.485,3.415,1.3008,103.800379,237,0
49:15.6,SGP-M1,5G-NR,-98.6,-15.8,16.615,14.727,1.3008,103.800379,237,0
49:16.1,SGP-M1,5G-NR,-99.4,-17,14.187,15.461,1.3008,103.800379,237,0
49:17.0,SGP-M1,5G-NR,-101.8,-18.2,16.422,16.68,1.3008,103.800379,237,0
49:17.5,SGP-M1,5G-NR,-100.7,-15.7,20.098,17.805,1.3008,103.800379,237,0
49:18.1,SGP-M1,5G-NR,-102.2,-16.9,16.124,17.107,1.3008,103.800379,237,0
49:19.0,SGP-M1,5G-NR,-102.4,-17.9,19.818,18.411,1.3008,103.800379,237,0
49:19.6,SGP-M1,5G-NR,-98.1,-15.6,20.133,20.794,1.3008,103.800379,237,0
49:20.1,SGP-M1,5G-NR,-99.5,-17.4,16.058,18.79,1.300801,103.800379,237,0
49:20.6,SGP-M1,5G-NR,-99,-15.7,16.545,17.107,1.300801,103.800379,237,0
49:21.5,SGP-M1,5G-NR,-110.5,-23.9,17.719,17.192,1.300801,103.800379,237,0
49:22.0,SGP-M1,5G-NR,-101.4,-18.1,5.53,14.223,1.300801,103.800379,135,0
49:22.6,SGP-M1,5G-NR,-120.1,-27.9,3.928,3.624,1.300801,103.800379,135,0
49:23.3,SGP-M1,5G-NR,-88.2,-10.5,1.846,7.075,1.300801,103.800379,207,0
49:24.0,SGP-M1,5G-NR,-87.1,-10.5,42.937,40.883,1.300801,103.800379,207,0
49:24.6,SGP-M1,5G-NR,-87.8,-10.5,36.669,37.168,1.300801,103.800379,207,0
49:25.4,SGP-M1,5G-NR,-86.8,-10.5,5.198,9.076,1.300801,103.800379,207,0
49:26.0,SGP-M1,5G-NR,-86.3,-10.6,29.826,30.407,1.300801,103.800379,207,0
49:26.5,SGP-M1,5G-NR,-86.1,-10.5,29.937,30.622,1.300801,103.800381,207,0
49:27.0,SGP-M1,5G-NR,-82.9,-10.7,29.93,29.341,1.300801,103.800382,207,1
49:27.6,SGP-M1,5G-NR,-86.1,-11.5,30.217,31.363,1.300801,103.800382,207,1
49:28.1,SGP-M1,5G-NR,-87.4,-11,29.466,28.695,1.300798,103.800384,207,1
49:28.9,SGP-M1,5G-NR,-87.5,-11,29.985,31.805,1.300798,103.800384,207,1
49:29.4,SGP-M1,5G-NR,-87.3,-11.1,29.906,30.417,1.300793,103.800389,207,2
49:30.0,SGP-M1,5G-NR,-87,-11.3,29.976,30.521,1.300793,103.800389,207,2
49:30.5,SGP-M1,5G-NR,-87.7,-11,29.775,29.287,1.300785,103.800398,207,6
49:31.0,SGP-M1,5G-NR,-87.9,-11,29.892,30.522,1.300772,103.800414,207,9
49:31.5,SGP-M1,5G-NR,-86.1,-11,29.848,30.793,1.300763,103.800425,207,10
49:32.0,SGP-M1,5G-NR,-89,-11.3,29.94,30.229,1.300753,103.800436,207,12
49:32.6,SGP-M1,5G-NR,-85.5,-11.1,29.855,30.011,1.300753,103.800436,207,12
49:33.1,SGP-M1,5G-NR,-87.6,-11.2,29.927,28.669,1.300732,103.800462,207,13
49:33.6,SGP-M1,5G-NR,-89.7,-11.4,29.881,27.284,1.30072,103.800478,207,14
49:34.1,SGP-M1,5G-NR,-89.1,-11.4,27.878,26.446,1.300707,103.800493,207,16
49:34.6,SGP-M1,5G-NR,-91.5,-11.6,28.231,26.002,1.30069,103.800513,207,17
49:35.1,SGP-M1,5G-NR,-91.6,-11.2,18.773,21.537,1.300673,103.800532,207,19
49:35.6,SGP-M1,5G-NR,-93.4,-11.5,0.02,1.1,1.300656,103.800555,207,20
49:36.1,SGP-M1,5G-NR,-88.4,-10.9,19.607,17.252,1.300639,103.800578,551,22
49:36.6,SGP-M1,5G-NR,-91.9,-11.1,22.319,21.475,1.300619,103.800604,551,23
49:37.1,SGP-M1,5G-NR,-89.9,-11.2,20.449,23.262,1.300599,103.80063,551,25
49:37.6,SGP-M1,5G-NR,-88.8,-11,27.66,26.565,1.300577,103.800658,551,26
49:38.1,SGP-M1,5G-NR,-89.7,-11.9,27.713,27.606,1.300554,103.800685,551,27
49:38.6,SGP-M1,5G-NR,-90.4,-12.3,18.138,18.693,1.300554,103.800685,211,27
49:39.1,SGP-M1,5G-NR,-85.8,-12.4,46.949,61.502,1.300506,103.800742,211,29
49:39.6,SGP-M1,5G-NR,-78.4,-11.9,54.562,47.686,1.30048,103.800773,211,30
49:40.1,SGP-M1,5G-NR,-77,-11.1,29.967,30.778,1.300453,103.800804,211,31
49:40.6,SGP-M1,5G-NR,-78,-10.9,29.792,24.595,1.300426,103.800838,211,32
49:41.1,SGP-M1,5G-NR,-91.2,-13.9,23.64,29.471,1.300399,103.800871,211,33
49:41.8,SGP-M1,5G-NR,-76.5,-10.9,36.084,35.452,1.300399,103.800871,135,33
49:42.3,SGP-M1,5G-NR,-78.7,-10.8,29.936,29.726,1.300345,103.800945,135,36
49:43.0,SGP-M1,5G-NR,-78.4,-10.7,29.84,31.752,1.300345,103.800945,135,36
